episode,timestep,reward
2769,344000,492.654
2779,346000,471.5934
2788,348000,452.2311
2799,350000,448.3134
2809,352000,450.2678
2819,354000,430.9533
2830,356000,395.9969
2842,358000,406.6984
2853,360000,419.884
2864,362000,413.7174
2874,364000,443.5888
2885,366000,407.1153
2896,368000,420.5667
2907,370000,420.2427
2917,372000,401.8188
2928,374000,429.527
2939,376000,433.7002
2950,378000,420.4734
2961,380000,424.6571
2974,382000,373.9993
2985,384000,426.3939
2996,386000,408.7535
3008,388000,370.7653
3019,390000,429.6504
3028,392000,501.7896
3039,394000,430.9825
3050,396000,404.6952
3060,398000,427.4643
3071,400000,455.3346
3082,402000,422.4107
3092,404000,445.5256
3102,406000,495.9687
3111,408000,542.0885
3121,410000,431.4921
3130,412000,499.7627
3141,414000,439.3299
3151,416000,440.9593
3162,418000,444.7661
3173,420000,371.6503
3185,422000,397.9866
3197,424000,410.2121
3208,426000,429.6667
3219,428000,418.7091
3227,430000,495.0743
3238,432000,460.5716
3247,434000,451.0151
3257,436000,508.8871
3266,438000,511.2128
3276,440000,400.631
3286,442000,448.0856
3296,444000,502.4419
3305,446000,537.4052
3315,448000,520.891
3325,450000,472.4645
3336,452000,467.7372
3347,454000,421.3375
3358,456000,450.638
3368,458000,476.8839
3378,460000,455.0264
3389,462000,479.1972
3402,464000,386.315
3412,466000,445.0285
3424,468000,437.8376
3434,470000,474.9373
3445,472000,444.674
3457,474000,364.2332
3467,476000,534.1406
3476,478000,498.7924
3488,480000,417.6618
3497,482000,521.0132
3507,484000,470.0576
3517,486000,488.3935
3525,488000,599.7078
3535,490000,519.3845
3545,492000,414.4572
3554,494000,547.2868
3564,496000,513.9568
3574,498000,495.3355
3581,500000,640.4943
3591,502000,500.8422
3598,504000,638.6077
3608,506000,535.392
3618,508000,479.6934
3626,510000,652.3876
3636,512000,491.5408
3646,514000,493.3198
3656,516000,473.0888
3665,518000,544.8577
3674,520000,564.0685
3683,522000,552.6236
3692,524000,551.9914
3701,526000,570.2222
3709,528000,554.1554
3716,530000,716.9947
3726,532000,510.2666
3736,534000,553.211
3743,536000,697.9485
3753,538000,522.7391
3761,540000,520.3194
3771,542000,555.1251
3781,544000,497.8862
3788,546000,615.0366
3797,548000,548.6799
3806,550000,563.8375
3815,552000,603.2178
3823,554000,619.143
3831,556000,613.2186
3838,558000,682.982
3847,560000,566.01
3853,562000,734.0642
3863,564000,514.1153
3873,566000,497.8204
3881,568000,545.8981
3889,570000,622.0124
3895,572000,813.9155
3904,574000,533.7711
3913,576000,534.1062
3924,578000,473.4432
3933,580000,475.6403
3942,582000,553.3453
3950,584000,633.6725
3959,586000,533.4098
3968,588000,573.0247
3976,590000,626.4659
3984,592000,616.0623
3992,594000,587.6347
4000,596000,635.3797
4009,598000,548.842
4018,600000,581.0117
4024,602000,708.2067
4032,604000,645.0079
4041,606000,547.3099
4048,608000,627.6916
4057,610000,632.108
4065,612000,641.4798
4073,614000,609.568
4080,616000,665.1127
4088,618000,570.8262
4097,620000,538.3971
4106,622000,549.1628
4117,624000,469.0404
4128,626000,487.8381
4136,628000,568.9829
4147,630000,498.3346
4156,632000,557.5552
4166,634000,514.0392
4175,636000,531.2822
4182,638000,692.6227
4192,640000,478.8785
4202,642000,503.5996
4212,644000,497.8565
4221,646000,543.7972
4229,648000,608.2065
4235,650000,627.1479
4245,652000,609.5373
4252,654000,731.6672
4262,656000,527.6521
4271,658000,565.5894
4281,660000,483.8453
4290,662000,493.8914
4298,664000,643.6132
4305,666000,647.6745
4315,668000,529.4597
4324,670000,525.0975
4332,672000,671.4976
4342,674000,519.9927
4350,676000,592.6367
4360,678000,538.3836
4369,680000,527.8121
4379,682000,556.3412
4385,684000,785.8156
4395,686000,472.9267
4404,688000,554.8116
4411,690000,660.9663
4421,692000,496.1114
4432,694000,466.4833
4442,696000,497.4393
4450,698000,564.5017
4460,700000,535.1742
4471,702000,463.3088
4480,704000,566.5528
4489,706000,497.4666
4497,708000,567.9923
4506,710000,616.9027
4515,712000,586.0169
4524,714000,576.468
4534,716000,498.5632
4543,718000,565.104
4553,720000,476.4713
4562,722000,588.5985
4572,724000,447.5601
4582,726000,518.5643
4589,728000,589.7741
4598,730000,604.4858
4607,732000,579.5161
4615,734000,658.8445
4625,736000,463.7156
4635,738000,505.778
4645,740000,537.2765
4654,742000,508.803
4663,744000,549.9505
4671,746000,693.8927
4680,748000,500.6449
4689,750000,599.8832
4698,752000,558.1364
4706,754000,645.4717
4715,756000,594.5076
4724,758000,611.2951
4734,760000,469.4497
4744,762000,548.4222
4754,764000,502.1955
4765,766000,446.6784
4775,768000,477.9771
4784,770000,599.7542
4793,772000,551.6529
4802,774000,525.7043
4810,776000,633.8544
4819,778000,564.3211
4828,780000,534.2156
4836,782000,683.8671
4845,784000,588.5122
4854,786000,559.2535
4862,788000,657.2765
4870,790000,494.5031
4880,792000,599.0058
4888,794000,649.1889
4896,796000,642.6005
4905,798000,548.5863
4913,800000,653.8362
4923,802000,473.5766
4932,804000,529.313
4941,806000,639.2413
4951,808000,479.3527
4959,810000,620.6364
4967,812000,614.5533
4976,814000,577.5053
4986,816000,506.2809
4995,818000,581.1397
5002,820000,649.2761
5010,822000,652.8527
5019,824000,546.1921
5029,826000,534.2624
5036,828000,585.1003
5045,830000,610.5143
5052,832000,653.2506
5061,834000,566.5432
5070,836000,658.1199
5079,838000,553.89
5087,840000,664.7891
5094,842000,764.8357
5104,844000,450.8512
5114,846000,548.7474
5123,848000,580.4804
5132,850000,571.0593
5143,852000,486.4841
5153,854000,505.9306
5162,856000,574.556
5169,858000,598.7698
5177,860000,745.3162
5185,862000,621.6025
5192,864000,655.3308
5203,866000,557.124
5212,868000,590.1566
5221,870000,559.0075
5231,872000,517.9059
5242,874000,490.8401
5251,876000,552.3025
5260,878000,561.5287
5269,880000,545.3989
5277,882000,668.5274
5285,884000,626.867
5293,886000,633.7554
5302,888000,585.3029
5311,890000,621.4128
5319,892000,654.6043
5328,894000,573.1763
5338,896000,499.372
5348,898000,507.172
5359,900000,476.2633
5366,902000,783.2365
5376,904000,483.0301
5386,906000,497.2482
5396,908000,506.2173
5406,910000,578.205
5414,912000,558.9995
5424,914000,545.2191
5433,916000,576.4428
5443,918000,527.704
5452,920000,601.2039
5461,922000,520.5591
5472,924000,532.571
5482,926000,513.4814
5490,928000,611.0915
5502,930000,500.9061
5512,932000,459.4096
5521,934000,621.8813
5531,936000,546.7114
5539,938000,661.5916
5549,940000,522.9386
5558,942000,559.1681
5568,944000,505.0954
5577,946000,576.9267
5586,948000,606.8751
5597,950000,497.4044
5606,952000,559.1433
5615,954000,623.0634
5626,956000,484.2763
5637,958000,478.6407
5647,960000,541.2732
5657,962000,531.8508
5665,964000,644.4289
5673,966000,666.1842
5682,968000,645.9099
5692,970000,509.178
5702,972000,489.6895
5711,974000,578.1368
5720,976000,593.0091
5728,978000,680.9642
5736,980000,666.683
5739,982000,956.4366
5745,984000,1094.6222
5756,986000,536.8686
5766,988000,561.9677
5773,990000,682.0395
5782,992000,605.7182
5792,994000,530.449
5803,996000,456.7632
5811,998000,677.8403
5820,1000000,611.1874
5832,1002000,454.7353
5842,1004000,449.418
5852,1006000,531.6272
5860,1008000,656.8772
5868,1010000,721.2527
5876,1012000,742.0561
5885,1014000,625.0833
5892,1016000,679.6879
5900,1018000,684.3566
5908,1020000,621.8707
5915,1022000,798.247
5920,1024000,846.8301
5929,1026000,722.0828
5936,1028000,724.1607
5943,1030000,738.2442
5951,1032000,623.821
5962,1034000,520.8464
5969,1036000,793.2519
5978,1038000,577.1805
5984,1040000,905.4554
5993,1042000,593.0533
6003,1044000,504.6685
6010,1046000,725.9018
6018,1048000,691.6184
6026,1050000,675.7005
6034,1052000,665.6765
6042,1054000,653.3221
6051,1056000,596.8843
6059,1058000,697.7819
6067,1060000,681.8792
6074,1062000,749.3604
6082,1064000,641.0823
6091,1066000,660.1054
6100,1068000,506.1995
6108,1070000,649.3727
6118,1072000,577.7401
6127,1074000,546.0366
6134,1076000,785.6478
6142,1078000,652.9973
6149,1080000,617.2367
6157,1082000,613.2665
6165,1084000,716.9828
6172,1086000,618.4879
6180,1088000,812.0683
6189,1090000,556.6824
6197,1092000,646.1078
6207,1094000,542.1601
6219,1096000,436.9591
6228,1098000,601.5884
6235,1100000,722.9989
6244,1102000,595.0172
6254,1104000,563.905
6262,1106000,614.4055
6270,1108000,657.5986
6280,1110000,479.9851
6287,1112000,705.364
6292,1114000,1019.0349
6301,1116000,638.2127
6309,1118000,680.5639
6317,1120000,636.1541
6326,1122000,605.4075
6335,1124000,630.8831
6343,1126000,621.085
6352,1128000,608.7843
6361,1130000,512.1382
6368,1132000,727.4825
6377,1134000,687.0546
6387,1136000,531.058
6396,1138000,540.6085
6402,1140000,856.1848
6411,1142000,608.285
6421,1144000,551.4311
6429,1146000,542.8463
6438,1148000,569.8409
6447,1150000,623.0333
6456,1152000,538.6376
6467,1154000,509.1265
6474,1156000,705.4069
6484,1158000,582.4496
6494,1160000,493.097
6504,1162000,529.0655
6512,1164000,679.8711
6521,1166000,602.3209
6531,1168000,532.2603
6539,1170000,584.5522
6548,1172000,642.9725
6559,1174000,490.8445
6567,1176000,666.7433
6574,1178000,821.8079
6584,1180000,478.6221
6593,1182000,542.2853
6601,1184000,647.1981
6612,1186000,487.5384
6619,1188000,684.9814
6627,1190000,644.8976
6635,1192000,790.8042
6645,1194000,554.2741
6654,1196000,543.5207
6661,1198000,718.5444
6670,1200000,628.6315
6681,1202000,490.8672
6690,1204000,609.4795
6699,1206000,595.6751
6711,1208000,422.3906
6721,1210000,540.6513
6732,1212000,439.8288
6741,1214000,559.0767
6750,1216000,685.3666
6760,1218000,511.5983
6767,1220000,594.1637
6777,1222000,653.5878
6787,1224000,520.7319
6797,1226000,508.9744
6806,1228000,585.6013
6816,1230000,557.446
6826,1232000,472.9689
6838,1234000,440.3708
6848,1236000,552.4118
6859,1238000,441.4253
6866,1240000,556.5383
6874,1242000,744.1721
6883,1244000,586.7845
6893,1246000,559.2368
6901,1248000,698.1379
6910,1250000,582.4831
6920,1252000,508.3959
6929,1254000,599.5402
6937,1256000,680.9982
6946,1258000,547.3605
6956,1260000,613.962
6965,1262000,618.364
6972,1264000,711.4466
6981,1266000,632.3321
6992,1268000,517.0698
7003,1270000,485.5977
7011,1272000,699.1939
7019,1274000,746.9967
7029,1276000,486.0789
7036,1278000,840.0008
7042,1280000,666.6586
7052,1282000,564.9481
7060,1284000,685.5892
7069,1286000,577.7747
7079,1288000,554.7456
7084,1290000,910.8344
7093,1292000,714.9378
7104,1294000,501.5191
7114,1296000,542.771
7123,1298000,640.3676
7133,1300000,498.5938
7143,1302000,563.4787
7152,1304000,622.0642
7160,1306000,631.0733
7166,1308000,913.3374
7177,1310000,574.6314
7184,1312000,790.8264
7195,1314000,500.5694
7205,1316000,526.3399
7213,1318000,745.9499
7222,1320000,585.1287
7232,1322000,527.0335
7240,1324000,736.9125
7249,1326000,615.8992
7258,1328000,540.1805
7268,1330000,611.0471
7277,1332000,591.7123
7287,1334000,545.0923
7295,1336000,758.6155
7303,1338000,697.2401
7313,1340000,472.2274
7320,1342000,852.8907
7327,1344000,750.8915
7336,1346000,631.8241
7345,1348000,608.0879
7353,1350000,649.098
7362,1352000,641.6839
7370,1354000,713.6033
7379,1356000,627.439
7387,1358000,647.6771
7394,1360000,758.7314
7403,1362000,595.7766
7414,1364000,524.2531
7424,1366000,518.5349
7435,1368000,498.2297
7442,1370000,811.2577
7450,1372000,658.9644
7459,1374000,662.4308
7467,1376000,692.3361
7475,1378000,675.6371
7483,1380000,627.7344
7493,1382000,626.7345
7500,1384000,684.4967
7509,1386000,623.7489
7517,1388000,691.266
7529,1390000,464.6086
7537,1392000,677.2497
7544,1394000,693.4323
7552,1396000,686.3917
7561,1398000,557.1342
7569,1400000,727.5629
7579,1402000,535.4284
7587,1404000,712.7058
7594,1406000,762.8165
7602,1408000,715.8458
7612,1410000,595.0369
7622,1412000,557.2642
7631,1414000,633.5666
7638,1416000,621.44
7647,1418000,677.6641
7653,1420000,822.0439
7665,1422000,487.1919
7673,1424000,644.9357
7681,1426000,696.643
7692,1428000,553.2011
7698,1430000,845.3602
7706,1432000,657.6875
7714,1434000,778.3094
7724,1436000,542.6069
7733,1438000,642.4525
7740,1440000,742.8806
7749,1442000,579.1413
7759,1444000,568.9497
7767,1446000,647.5228
7774,1448000,771.2829
7782,1450000,769.9382
7793,1452000,514.1615
7800,1454000,724.3926
7810,1456000,578.0264
7818,1458000,614.5939
7827,1460000,566.4614
7835,1462000,696.2815
7844,1464000,600.1834
7851,1466000,750.0737
7862,1468000,463.7163
7872,1470000,519.3525
7879,1472000,760.9629
7885,1474000,826.1006
7893,1476000,677.3702
7901,1478000,700.0791
7909,1480000,678.9493
7917,1482000,713.6189
7926,1484000,612.1674
7934,1486000,692.9367
7943,1488000,634.565
7950,1490000,770.0864
7957,1492000,783.9322
7965,1494000,687.0172
7973,1496000,779.1397
7982,1498000,616.336
7988,1500000,976.8771
7994,1502000,792.5246
8001,1504000,869.2013
8010,1506000,683.0507
8014,1508000,1183.6514
8023,1510000,666.0034
8029,1512000,878.4284
8036,1514000,860.347
8044,1516000,722.9812
8051,1518000,815.3909
8058,1520000,802.4846
8068,1522000,549.06
8074,1524000,807.5451
8081,1526000,824.73
8087,1528000,866.5252
8093,1530000,931.2618
8100,1532000,779.8068
8108,1534000,737.6253
8113,1536000,815.9707
8120,1538000,1012.3016
8127,1540000,817.7275
8134,1542000,752.5147
8141,1544000,699.4816
8149,1546000,727.161
8156,1548000,825.7479
8164,1550000,681.3043
8171,1552000,736.622
8180,1554000,570.0717
8186,1556000,895.0582
8194,1558000,680.0933
8202,1560000,695.3166
8209,1562000,767.0855
8218,1564000,719.997
8228,1566000,500.1583
8235,1568000,673.5499
8243,1570000,804.6563
8252,1572000,613.9133
8260,1574000,697.7061
8269,1576000,625.6485
8276,1578000,665.0313
8285,1580000,723.1362
8293,1582000,726.4617
8301,1584000,699.3037
8309,1586000,641.2782
8319,1588000,599.7509
8326,1590000,798.0719
8334,1592000,740.586
8342,1594000,676.3938
8351,1596000,596.8507
8360,1598000,616.1773
8365,1600000,812.8556
8372,1602000,787.3607
8378,1604000,673.5288
8387,1606000,663.9949
8395,1608000,633.1557
8404,1610000,635.4527
8413,1612000,518.8344
8423,1614000,680.3731
8432,1616000,539.1296
8441,1618000,689.0576
8449,1620000,755.3339
8457,1622000,644.7362
8464,1624000,728.878
8471,1626000,802.3613
8479,1628000,605.6981
8486,1630000,870.9398
8494,1632000,747.5084
8502,1634000,641.4133
8511,1636000,579.0432
8518,1638000,862.192
8527,1640000,681.6776
8535,1642000,659.7275
8545,1644000,586.4309
8553,1646000,641.4689
8562,1648000,549.8764
8572,1650000,599.9453
8579,1652000,749.7958
8587,1654000,733.3514
8596,1656000,641.29
8604,1658000,735.1706
8609,1660000,935.3772
8617,1662000,656.8654
8624,1664000,794.1175
8631,1666000,933.9693
8639,1668000,742.5004
8648,1670000,574.5109
8656,1672000,693.7057
8664,1674000,698.1559
8672,1676000,581.546
8678,1678000,975.1704
8688,1680000,541.3805
8696,1682000,686.3038
8706,1684000,496.8468
8715,1686000,513.0554
8723,1688000,673.884
8732,1690000,596.8079
8741,1692000,593.3088
8750,1694000,668.2375
8758,1696000,702.1329
8764,1698000,802.6355
8772,1700000,764.4303
8779,1702000,763.1568
8786,1704000,754.0443
8794,1706000,625.2793
8800,1708000,877.7237
8810,1710000,621.1517
8820,1712000,558.9323
8829,1714000,585.1548
8837,1716000,734.8737
8844,1718000,717.5533
8853,1720000,702.7317
8860,1722000,780.2259
8870,1724000,559.2741
8880,1726000,574.9745
8889,1728000,602.5057
8896,1730000,720.2499
8904,1732000,757.4681
8913,1734000,664.8665
8922,1736000,591.543
8931,1738000,603.0154
8938,1740000,752.5955
8947,1742000,650.1959
8956,1744000,593.4892
8967,1746000,523.0615
8975,1748000,641.2978
8982,1750000,783.8657
8991,1752000,603.3701
9000,1754000,592.8585
9009,1756000,739.3343
9014,1758000,945.0129
9022,1760000,807.8741
9030,1762000,630.5908
9038,1764000,711.7881
9047,1766000,606.2215
9056,1768000,542.4361
9065,1770000,727.1088
9076,1772000,481.5524
9084,1774000,706.6692
9092,1776000,621.3835
9101,1778000,653.7042
9109,1780000,721.7876
9118,1782000,622.5008
9124,1784000,921.7815
9131,1786000,772.0869
9137,1788000,762.2922
9143,1790000,916.512
9149,1792000,1087.3146
9157,1794000,615.9521
9164,1796000,787.5245
9172,1798000,666.4421
9180,1800000,767.1353
9187,1802000,816.3517
9195,1804000,736.1974
9203,1806000,680.6738
9211,1808000,631.2106
9221,1810000,589.5229
9228,1812000,665.429
9235,1814000,911.5906
9243,1816000,728.5595
9251,1818000,566.6802
9262,1820000,584.4941
9268,1822000,865.6164
9276,1824000,719.0709
9283,1826000,790.4641
9291,1828000,725.7385
9300,1830000,640.4802
9307,1832000,633.4408
9315,1834000,767.4935
9322,1836000,845.736
9329,1838000,682.473
9337,1840000,741.5625
9344,1842000,820.5032
9352,1844000,651.2104
9360,1846000,767.6859
9367,1848000,693.6536
9375,1850000,733.6958
9385,1852000,582.1987
9392,1854000,764.6578
9399,1856000,845.709
9407,1858000,688.9827
9415,1860000,722.0568
9423,1862000,710.7669
9429,1864000,847.4655
9433,1866000,1011.5765
9442,1868000,688.7552
9450,1870000,775.8739
9458,1872000,675.6406
9465,1874000,823.8051
9473,1876000,667.2202
9481,1878000,682.9475
9489,1880000,630.0173
9497,1882000,783.7866
9504,1884000,790.6128
9512,1886000,673.2747
9518,1888000,778.5869
9526,1890000,751.2324
9532,1892000,686.3251
9540,1894000,788.0173
9544,1896000,835.9714
9553,1898000,793.3851
9558,1900000,907.1036
9565,1902000,979.393
9575,1904000,541.4943
9585,1906000,555.0742
9595,1908000,503.0045
9603,1910000,715.209
9611,1912000,698.3473
9619,1914000,730.435
9627,1916000,636.7101
9634,1918000,827.4727
9641,1920000,762.7909
9648,1922000,859.1992
9656,1924000,770.7931
9662,1926000,832.3911
9669,1928000,800.9896
9675,1930000,869.1228
9683,1932000,715.256
9690,1934000,849.1239
9699,1936000,623.4779
9709,1938000,551.3501
9717,1940000,688.6231
9723,1942000,759.7641
9732,1944000,743.2455
9740,1946000,687.5736
9747,1948000,763.8848
9753,1950000,812.6416
9764,1952000,601.9411
9771,1954000,591.7348
9779,1956000,780.1538
9786,1958000,650.5571
9795,1960000,661.2757
9805,1962000,559.58
9811,1964000,943.5657
9820,1966000,580.855
9828,1968000,748.5005
9837,1970000,613.1624
9844,1972000,748.699
9852,1974000,738.5645
9859,1976000,699.3144
9869,1978000,616.2853
9877,1980000,657.8715
9885,1982000,755.7405
9893,1984000,707.3388
9902,1986000,601.2608
9909,1988000,756.3401
9916,1990000,888.6759
9923,1992000,856.2088
9930,1994000,767.1634
9937,1996000,797.2445
9946,1998000,568.0067
9956,2000000,619.875
