,original_state,end_state,action,episode
0,"[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01  1.2934161e-15  3.0202532e-16  3.8913409e-15
  6.5201542e-16  1.5891295e-15  8.3594963e-16 -1.2059360e-16
 -1.0502718e-15  1.7872406e-15  1.3893588e-15 -3.9374718e-16
  1.7605355e-16 -3.4184033e-15  1.4400689e-15]","[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01 -2.9331467e-16  5.9085133e-16  3.9382572e-15
 -8.1105041e-16 -1.0687444e-15  5.5593742e-16 -1.1758768e-16
 -1.0666232e-15  1.7853642e-15  1.3842260e-15 -3.9831817e-16
  1.7796905e-16 -3.4162313e-15  1.4552972e-15]","[ 0.0123688  -0.07706338 -0.07884026 -0.01717347 -0.0167287  -0.03209633
  0.05424559 -0.06178343]",384.0
0,"[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01 -2.9331467e-16  5.9085133e-16  3.9382572e-15
 -8.1105041e-16 -1.0687444e-15  5.5593742e-16 -1.1758768e-16
 -1.0666232e-15  1.7853642e-15  1.3842260e-15 -3.9831817e-16
  1.7796905e-16 -3.4162313e-15  1.4552972e-15]","[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01  5.4624668e-16  7.1032829e-16  3.4983509e-15
 -6.2676775e-16  4.8506697e-16  6.0302700e-16 -1.1581655e-16
 -1.0469809e-15  1.7843211e-15  1.3896575e-15 -3.9594460e-16
  1.7034527e-16 -3.4144201e-15  1.4408355e-15]","[ 0.0123688  -0.07706338 -0.07884026 -0.01717347 -0.0167287  -0.03209633
  0.05424559 -0.06178343]",385.0
0,"[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01  5.4624668e-16  7.1032829e-16  3.4983509e-15
 -6.2676775e-16  4.8506697e-16  6.0302700e-16 -1.1581655e-16
 -1.0469809e-15  1.7843211e-15  1.3896575e-15 -3.9594460e-16
  1.7034527e-16 -3.4144201e-15  1.4408355e-15]","[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01 -9.5790248e-17  7.0432320e-16  3.8263989e-15
 -9.2984408e-16 -6.8198757e-16  5.3627196e-16 -1.1794240e-16
 -1.0390578e-15  1.7884823e-15  1.3929882e-15 -3.9719974e-16
  1.6976097e-16 -3.4175475e-15  1.4320543e-15]","[ 0.0123688  -0.07706338 -0.07884026 -0.01717347 -0.0167287  -0.03209633
  0.05424559 -0.06178343]",386.0
0,"[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01 -9.5790248e-17  7.0432320e-16  3.8263989e-15
 -9.2984408e-16 -6.8198757e-16  5.3627196e-16 -1.1794240e-16
 -1.0390578e-15  1.7884823e-15  1.3929882e-15 -3.9719974e-16
  1.6976097e-16 -3.4175475e-15  1.4320543e-15]","[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01  1.1356536e-15 -8.1620704e-17  4.2153035e-15
  1.2960085e-15  1.2454141e-15  9.5362029e-16 -1.2060403e-16
 -1.1037382e-15  1.7785595e-15  1.3720862e-15 -3.9490656e-16
  1.9174986e-16 -3.4143574e-15  1.4856826e-15]","[ 0.0123688  -0.07706338 -0.07884026 -0.01717347 -0.0167287  -0.03209633
  0.05424559 -0.06178343]",387.0
0,"[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01  1.1356536e-15 -8.1620704e-17  4.2153035e-15
  1.2960085e-15  1.2454141e-15  9.5362029e-16 -1.2060403e-16
 -1.1037382e-15  1.7785595e-15  1.3720862e-15 -3.9490656e-16
  1.9174986e-16 -3.4143574e-15  1.4856826e-15]","[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01  4.3262750e-16  5.4586107e-16  3.8536077e-15
 -3.7835233e-16  9.9496580e-17  6.4712518e-16 -1.1569663e-16
 -1.0420910e-15  1.7884667e-15  1.3926291e-15 -3.9733124e-16
  1.7040970e-16 -3.4171401e-15  1.4341518e-15]","[ 0.0123688  -0.07706338 -0.07884026 -0.01717347 -0.0167287  -0.03209633
  0.05424559 -0.06178343]",388.0
0,"[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01  4.3262750e-16  5.4586107e-16  3.8536077e-15
 -3.7835233e-16  9.9496580e-17  6.4712518e-16 -1.1569663e-16
 -1.0420910e-15  1.7884667e-15  1.3926291e-15 -3.9733124e-16
  1.7040970e-16 -3.4171401e-15  1.4341518e-15]","[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01 -4.7269362e-16  3.5080372e-16  4.1342336e-15
 -4.7871205e-16 -1.5390722e-15  6.1883497e-16 -1.1423250e-16
 -1.1137170e-15  1.7803902e-15  1.3705587e-15 -4.0426958e-16
  1.9196363e-16 -3.4134248e-15  1.4935260e-15]","[ 0.0123688  -0.07706338 -0.07884026 -0.01717347 -0.0167287  -0.03209633
  0.05424559 -0.06178343]",389.0
0,"[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01 -4.7269362e-16  3.5080372e-16  4.1342336e-15
 -4.7871205e-16 -1.5390722e-15  6.1883497e-16 -1.1423250e-16
 -1.1137170e-15  1.7803902e-15  1.3705587e-15 -4.0426958e-16
  1.9196363e-16 -3.4134248e-15  1.4935260e-15]","[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01  1.0674705e-15  4.2659716e-16  3.7797740e-15
  2.9730917e-16  1.2825805e-15  7.6787502e-16 -1.2027140e-16
 -1.0499918e-15  1.7866678e-15  1.3896411e-15 -3.9343002e-16
  1.7462308e-16 -3.4178709e-15  1.4401514e-15]","[ 0.0123688  -0.07706338 -0.07884026 -0.01717347 -0.0167287  -0.03209633
  0.05424559 -0.06178343]",390.0
0,"[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01  1.0674705e-15  4.2659716e-16  3.7797740e-15
  2.9730917e-16  1.2825805e-15  7.6787502e-16 -1.2027140e-16
 -1.0499918e-15  1.7866678e-15  1.3896411e-15 -3.9343002e-16
  1.7462308e-16 -3.4178709e-15  1.4401514e-15]","[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01 -2.2069864e-16  6.4531507e-16  3.8933573e-15
 -8.6748191e-16 -9.3253722e-16  5.4499556e-16 -1.1731787e-16
 -1.0556306e-15  1.7872190e-15  1.3881016e-15 -3.9767969e-16
  1.7475325e-16 -3.4170455e-15  1.4465488e-15]","[ 0.0123688  -0.07706338 -0.07884026 -0.01717347 -0.0167287  -0.03209633
  0.05424559 -0.06178343]",391.0
0,"[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01 -2.2069864e-16  6.4531507e-16  3.8933573e-15
 -8.6748191e-16 -9.3253722e-16  5.4499556e-16 -1.1731787e-16
 -1.0556306e-15  1.7872190e-15  1.3881016e-15 -3.9767969e-16
  1.7475325e-16 -3.4170455e-15  1.4465488e-15]","[ 5.49163222e-01  9.82131541e-01 -1.56724621e-02  9.53098759e-02
  1.61517948e-01 -5.24010837e-01  5.23454487e-01 -5.23700058e-01
 -1.22191489e+00  5.23906291e-01 -1.22206390e+00  5.23678303e-01
  5.23179531e-01  7.42175456e-16  3.60566573e-16  3.78606575e-15
  1.01713013e-16  6.30663940e-16  7.44425282e-16 -1.14875852e-16
 -1.07704580e-15  1.78082579e-15  1.38040017e-15 -3.99146012e-16
  1.78408697e-16 -3.41257631e-15  1.46618248e-15]","[ 0.0123688  -0.07706338 -0.07884026 -0.01717347 -0.0167287  -0.03209633
  0.05424559 -0.06178343]",392.0
0,"[ 5.49163222e-01  9.82131541e-01 -1.56724621e-02  9.53098759e-02
  1.61517948e-01 -5.24010837e-01  5.23454487e-01 -5.23700058e-01
 -1.22191489e+00  5.23906291e-01 -1.22206390e+00  5.23678303e-01
  5.23179531e-01  7.42175456e-16  3.60566573e-16  3.78606575e-15
  1.01713013e-16  6.30663940e-16  7.44425282e-16 -1.14875852e-16
 -1.07704580e-15  1.78082579e-15  1.38040017e-15 -3.99146012e-16
  1.78408697e-16 -3.41257631e-15  1.46618248e-15]","[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01  6.2502945e-17  6.5583638e-16  3.8359712e-15
 -7.7634265e-16 -4.6619836e-16  5.6876388e-16 -1.1636917e-16
 -1.0396609e-15  1.7884258e-15  1.3926694e-15 -3.9698237e-16
  1.6955242e-16 -3.4173392e-15  1.4324207e-15]","[ 0.0123688  -0.07706338 -0.07884026 -0.01717347 -0.0167287  -0.03209633
  0.05424559 -0.06178343]",393.0
0,"[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01  6.2502945e-17  6.5583638e-16  3.8359712e-15
 -7.7634265e-16 -4.6619836e-16  5.6876388e-16 -1.1636917e-16
 -1.0396609e-15  1.7884258e-15  1.3926694e-15 -3.9698237e-16
  1.6955242e-16 -3.4173392e-15  1.4324207e-15]","[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01 -1.6183046e-16  1.8565152e-16  4.2021491e-15
  3.1949881e-17 -9.8557906e-16  7.1299814e-16 -1.1620178e-16
 -1.1231905e-15  1.7778743e-15  1.3662953e-15 -4.0191687e-16
  1.9614314e-16 -3.4126290e-15  1.5029714e-15]","[ 0.0123688  -0.07706338 -0.07884026 -0.01717347 -0.0167287  -0.03209633
  0.05424559 -0.06178343]",394.0
0,"[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01 -1.6183046e-16  1.8565152e-16  4.2021491e-15
  3.1949881e-17 -9.8557906e-16  7.1299814e-16 -1.1620178e-16
 -1.1231905e-15  1.7778743e-15  1.3662953e-15 -4.0191687e-16
  1.9614314e-16 -3.4126290e-15  1.5029714e-15]","[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01  1.2930203e-15  3.0093559e-16  3.8904681e-15
  6.5432591e-16  1.5884077e-15  8.3587514e-16 -1.2065876e-16
 -1.0501315e-15  1.7873704e-15  1.3886994e-15 -3.9408391e-16
  1.7562073e-16 -3.4184907e-15  1.4394540e-15]","[ 0.0123688  -0.07706338 -0.07884026 -0.01717347 -0.0167287  -0.03209633
  0.05424559 -0.06178343]",395.0
0,"[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01  1.2930203e-15  3.0093559e-16  3.8904681e-15
  6.5432591e-16  1.5884077e-15  8.3587514e-16 -1.2065876e-16
 -1.0501315e-15  1.7873704e-15  1.3886994e-15 -3.9408391e-16
  1.7562073e-16 -3.4184907e-15  1.4394540e-15]","[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01 -2.9368430e-16  5.9093915e-16  3.9377706e-15
 -8.1149573e-16 -1.0694342e-15  5.5564832e-16 -1.1742459e-16
 -1.0667797e-15  1.7853868e-15  1.3843230e-15 -3.9849343e-16
  1.7827221e-16 -3.4161201e-15  1.4547752e-15]","[ 0.0123688  -0.07706338 -0.07884026 -0.01717347 -0.0167287  -0.03209633
  0.05424559 -0.06178343]",396.0
0,"[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01 -2.9368430e-16  5.9093915e-16  3.9377706e-15
 -8.1149573e-16 -1.0694342e-15  5.5564832e-16 -1.1742459e-16
 -1.0667797e-15  1.7853868e-15  1.3843230e-15 -3.9849343e-16
  1.7827221e-16 -3.4161201e-15  1.4547752e-15]","[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01  5.4603217e-16  7.1111582e-16  3.4983602e-15
 -6.2891370e-16  4.8448956e-16  6.0300646e-16 -1.1577266e-16
 -1.0469308e-15  1.7842899e-15  1.3895358e-15 -3.9651126e-16
  1.7016038e-16 -3.4143746e-15  1.4412257e-15]","[ 0.0123688  -0.07706338 -0.07884026 -0.01717347 -0.0167287  -0.03209633
  0.05424559 -0.06178343]",397.0
0,"[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01  5.4603217e-16  7.1111582e-16  3.4983602e-15
 -6.2891370e-16  4.8448956e-16  6.0300646e-16 -1.1577266e-16
 -1.0469308e-15  1.7842899e-15  1.3895358e-15 -3.9651126e-16
  1.7016038e-16 -3.4143746e-15  1.4412257e-15]","[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01 -9.6203944e-17  7.0519485e-16  3.8267454e-15
 -9.3125597e-16 -6.8238266e-16  5.3619626e-16 -1.1790986e-16
 -1.0388763e-15  1.7884254e-15  1.3922972e-15 -3.9700927e-16
  1.6975276e-16 -3.4174717e-15  1.4325715e-15]","[ 0.0123688  -0.07706338 -0.07884026 -0.01717347 -0.0167287  -0.03209633
  0.05424559 -0.06178343]",398.0
0,"[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01 -9.6203944e-17  7.0519485e-16  3.8267454e-15
 -9.3125597e-16 -6.8238266e-16  5.3619626e-16 -1.1790986e-16
 -1.0388763e-15  1.7884254e-15  1.3922972e-15 -3.9700927e-16
  1.6975276e-16 -3.4174717e-15  1.4325715e-15]","[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01  1.1354127e-15 -8.1216967e-17  4.2147711e-15
  1.2952123e-15  1.2448322e-15  9.5369409e-16 -1.2148974e-16
 -1.1036909e-15  1.7785407e-15  1.3717296e-15 -3.9496170e-16
  1.9214815e-16 -3.4143449e-15  1.4860533e-15]","[ 0.0123688  -0.07706338 -0.07884026 -0.01717347 -0.0167287  -0.03209633
  0.05424559 -0.06178343]",399.0
0,"[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01  1.1354127e-15 -8.1216967e-17  4.2147711e-15
  1.2952123e-15  1.2448322e-15  9.5369409e-16 -1.2148974e-16
 -1.1036909e-15  1.7785407e-15  1.3717296e-15 -3.9496170e-16
  1.9214815e-16 -3.4143449e-15  1.4860533e-15]","[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01  4.3253761e-16  5.4662387e-16  3.8543417e-15
 -3.7991688e-16  9.9919970e-17  6.4736579e-16 -1.1564734e-16
 -1.0421293e-15  1.7885806e-15  1.3921035e-15 -3.9746608e-16
  1.7025922e-16 -3.4172581e-15  1.4340770e-15]","[ 0.0123688  -0.07706338 -0.07884026 -0.01717347 -0.0167287  -0.03209633
  0.05424559 -0.06178343]",400.0
0,"[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01  4.3253761e-16  5.4662387e-16  3.8543417e-15
 -3.7991688e-16  9.9919970e-17  6.4736579e-16 -1.1564734e-16
 -1.0421293e-15  1.7885806e-15  1.3921035e-15 -3.9746608e-16
  1.7025922e-16 -3.4172581e-15  1.4340770e-15]","[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01 -4.7306192e-16  3.5087675e-16  4.1338875e-15
 -4.7845821e-16 -1.5392530e-15  6.1825152e-16 -1.1383607e-16
 -1.1137701e-15  1.7804995e-15  1.3703712e-15 -4.0333144e-16
  1.9224023e-16 -3.4133740e-15  1.4931666e-15]","[ 0.0123688  -0.07706338 -0.07884026 -0.01717347 -0.0167287  -0.03209633
  0.05424559 -0.06178343]",401.0
0,"[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01 -4.7306192e-16  3.5087675e-16  4.1338875e-15
 -4.7845821e-16 -1.5392530e-15  6.1825152e-16 -1.1383607e-16
 -1.1137701e-15  1.7804995e-15  1.3703712e-15 -4.0333144e-16
  1.9224023e-16 -3.4133740e-15  1.4931666e-15]","[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01  1.0670981e-15  4.2617708e-16  3.7789888e-15
  2.9782261e-16  1.2818430e-15  7.6815110e-16 -1.2028999e-16
 -1.0500562e-15  1.7867440e-15  1.3896449e-15 -3.9331602e-16
  1.7536626e-16 -3.4178482e-15  1.4407661e-15]","[ 0.0123688  -0.07706338 -0.07884026 -0.01717347 -0.0167287  -0.03209633
  0.05424559 -0.06178343]",402.0
0,"[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01  1.0670981e-15  4.2617708e-16  3.7789888e-15
  2.9782261e-16  1.2818430e-15  7.6815110e-16 -1.2028999e-16
 -1.0500562e-15  1.7867440e-15  1.3896449e-15 -3.9331602e-16
  1.7536626e-16 -3.4178482e-15  1.4407661e-15]","[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01 -2.2144030e-16  6.4573001e-16  3.8935525e-15
 -8.6794455e-16 -9.3309647e-16  5.4512457e-16 -1.1789885e-16
 -1.0555949e-15  1.7871163e-15  1.3874304e-15 -3.9777758e-16
  1.7559420e-16 -3.4171655e-15  1.4465492e-15]","[ 0.0123688  -0.07706338 -0.07884026 -0.01717347 -0.0167287  -0.03209633
  0.05424559 -0.06178343]",403.0
0,"[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01 -2.2144030e-16  6.4573001e-16  3.8935525e-15
 -8.6794455e-16 -9.3309647e-16  5.4512457e-16 -1.1789885e-16
 -1.0555949e-15  1.7871163e-15  1.3874304e-15 -3.9777758e-16
  1.7559420e-16 -3.4171655e-15  1.4465492e-15]","[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01  7.4172431e-16  3.6116783e-16  3.7855512e-15
  1.0081128e-16  6.3043508e-16  7.4434667e-16 -1.1470457e-16
 -1.0768848e-15  1.7803872e-15  1.3804656e-15 -3.9920057e-16
  1.7885806e-16 -3.4124882e-15  1.4658269e-15]","[ 0.0123688  -0.07706338 -0.07884026 -0.01717347 -0.0167287  -0.03209633
  0.05424559 -0.06178343]",404.0
0,"[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01  7.4172431e-16  3.6116783e-16  3.7855512e-15
  1.0081128e-16  6.3043508e-16  7.4434667e-16 -1.1470457e-16
 -1.0768848e-15  1.7803872e-15  1.3804656e-15 -3.9920057e-16
  1.7885806e-16 -3.4124882e-15  1.4658269e-15]","[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01  6.2663775e-17  6.5565072e-16  3.8357527e-15
 -7.7657998e-16 -4.6596061e-16  5.6889840e-16 -1.1656335e-16
 -1.0397155e-15  1.7886024e-15  1.3930779e-15 -3.9699516e-16
  1.6923763e-16 -3.4170804e-15  1.4322200e-15]","[ 0.0123688  -0.07706338 -0.07884026 -0.01717347 -0.0167287  -0.03209633
  0.05424559 -0.06178343]",405.0
0,"[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01  6.2663775e-17  6.5565072e-16  3.8357527e-15
 -7.7657998e-16 -4.6596061e-16  5.6889840e-16 -1.1656335e-16
 -1.0397155e-15  1.7886024e-15  1.3930779e-15 -3.9699516e-16
  1.6923763e-16 -3.4170804e-15  1.4322200e-15]","[ 5.4916322e-01  9.8213154e-01 -1.5672462e-02  9.5309876e-02
  1.6151795e-01 -5.2401084e-01  5.2345449e-01 -5.2370006e-01
 -1.2219149e+00  5.2390629e-01 -1.2220639e+00  5.2367830e-01
  5.2317953e-01 -1.6149071e-16  1.8612092e-16  4.2016692e-15
  3.0772227e-17 -9.8475722e-16  7.1278876e-16 -1.1609195e-16
 -1.1231332e-15  1.7777157e-15  1.3665790e-15 -4.0082687e-16
  1.9605492e-16 -3.4124363e-15  1.5024644e-15]","[ 0.0123688  -0.07706338 -0.07884026 -0.01717347 -0.0167287  -0.03209633
  0.05424559 -0.06178343]",406.0
